ID," "" Text""",,,,,,
3.02536E+14," ""Request""",,,,,,
3.02536E+14," ""Grids""",,,,,,
3.02536E+14," ""Pick a checkbox next time...""",,,,,,
3.02536E+14," ""City""",,,,,,
3.02536E+14," ""Cancel without changing anything.""",,,,,,
3.02536E+14," ""Auto-Refresh""",,,,,,
3.02536E+14," ""Error opening: <color ChoGGi_red>%s</color>""",,,,,,
3.02536E+14," ""Current""",,,,,,
3.02536E+14," ""Cover the entire map from the centre.""",,,,,,
3.02536E+14," ""Cover the entire map from a corner.""",,,,,,
3.02536E+14," ""Toggle selection to update visible hex grid.""",,,,,,
3.02536E+14," ""Set""",,,,,,
3.02536E+14," ""Cables & Pipes""",,,,,,
3.02536E+14," ""Remove""",,,,,,
3.02536E+14," ""Dome Only""",,,,,,
3.02536E+14," ""Will only apply to colonists in the same dome as selected colonist.""",,,,,,
3.02536E+14," ""Selected Only""",,,,,,
3.02536E+14," ""Will only apply to selected colonist.""",,,,,,
3.02536E+14," ""Selected""",,,,,,
3.02536E+14," ""Max""",,,,,,
3.02536E+14," ""Current speed: <green>%s</green>""",,,,,,
3.02536E+14," ""Reset""",,,,,,
3.02536E+14," ""Find Nearest Resource""",,,,,,
3.02536E+14," ""Monitor Info""",,,,,,
3.02536E+14," ""Post a request on Nexus or Github or send an email to: <green>%s</green>""",,,,,,
3.02536E+14," ""Pins""",,,,,,
3.02536E+14," ""Dump""",,,,,,
3.02536E+14," ""Add Mod Options button to Game Options.""",,,,,,
3.02536E+14," ""Move obj to mouse pos.""",,,,,,
3.02536E+14," ""Move %s by %s.""",,,,,,
3.02536E+14," ""The amount used when a button is pressed (default: %s).""",,,,,,
3.02536E+14," ""Roll""",,,,,,
3.02536E+14," ""Pitch""",,,,,,
3.02536E+14," ""Yaw""",,,,,,
3.02536E+14," ""Store the position", roll, pitch," and yaw.""",,,
3.02536E+14," ""Restore the position", roll, pitch," and yaw (hold Shift to restore the original instead of saved).""",,,
3.02536E+14," ""Clear the position", roll, pitch, and yaw (hold Shift to also clear the originals," also cleared when you close the dialog).""",,
3.02536E+14," ""Map Name""",,,,,,
3.02536E+14," ""°""",,,,,,
3.02536E+14," ""Named""",,,,,,
3.02536E+14," ""Age""",,,,,,
3.02536E+14," ""Last Meal""",,,,,,
3.02536E+14," ""Last Rest""",,,,,,
3.02536E+14," ""Stored""",,,,,,
3.02536E+14," ""Stockpiled""",,,,,,
3.02536E+14," ""Produced""",,,,,,
3.02536E+14," ""Consumed""",,,,,,
3.02536E+14," ""Results Found""",,,,,,
3.02536E+14," ""Export viewed image to <green>%s</green>.""",,,,,,
3.02536E+14," ""Invalid Image""",,,,,,
3.02536E+14," ""Add Earthsick status to Colonist.""",,,,,,
3.02536E+14," ""Colonist will no longer enjoy life.""",,,,,,
3.02536E+14," ""Age will increase by 1 year.""",,,,,,
3.02536E+14," ""Change colonist into a tourist.""",,,,,,
3.02536E+14," ""Bump the time they've spent on Mars.""",,,,,,
3.02536E+14," ""Bump the TV Show progress by 5000.""",,,,,,
3.02536E+14," ""Reset the TV Show progress.""",,,,,,
3.02536E+14," ""Increase lake volume by 5.""",,,,,,
3.02536E+14," ""Decrease lake volume by 5.""",,,,,,
3.02536E+14," ""Remove dust covering Rover.""",,,,,,
3.02536E+14," ""Spawn an animal.""",,,,,,
3.02536E+14," ""Spawn an Android.""",,,,,,
3.02536E+14," ""Spawn a Drone.""",,,,,,
3.02536E+14," ""Leave a trail of rudimentary orbs.""",,,,,,
3.02536E+14," ""Fill all depots of same type.""",,,,,,
3.02536E+14," ""Tell drone to go back to controller.""",,,,,,
3.02536E+14," ""Max out shuttles for this hub.""",,,,,,
3.02536E+14," ""Toggle frozen state of building.""",,,,,,
3.02536E+14," ""Change grade of a deposit.""",,,,,,
3.02536E+14," ""Toggle opening all dome glass (for screenshots?).""",,,,,,
3.02536E+14," ""Reset shuttle control amount to default.""",,,,,,
3.02536E+14," ""Show flight trajectories.""",,,,,,
3.02536E+14," ""Instantly finish the training for all visitors.""",,,,,,
3.02536E+14," ""Make the pool expand to the next radius.""",,,,,,
3.02536E+14," ""Force add a new trade offer.""",,,,,,
3.02536E+14," ""Reset the amount of reneagades this station can negate.""",,,,,,
3.02536E+14," ""Remove this pool.""",,,,,,
3.02536E+14," ""Shows a debug type view of the grid.""",,,,,,
3.02536E+14," ""Max the <green>%s</green> value for this colonist.""",,,,,,
3.02536E+14," ""Set a random <green>%s</green> for this colonist.""",,,,,,
3.02536E+14," ""I said if you're thinkin' of being my baby",,,,,,
It don't matter if you're black or white,,,,,,,
,,,,,,,
I said if you're thinkin' of being my brother,,,,,,,
"It don't matter if you're black or white""",,,,,,,
3.02536E+14," ""Turn this colonist into a renegade.""",,,,,,
3.02536E+14," ""Remove the renegade trait from this colonist.""",,,,,,
3.02536E+14," ""Reset the battery cap to default.""",,,,,,
3.02536E+14," ""Drain the battery to zero.""",,,,,,
3.02536E+14," ""Refill the battery to max.""",,,,,,
3.02536E+14," ""Doubles the move speed.""",,,,,,
3.02536E+14," ""Reset the move speed to default.""",,,,,,
3.02536E+14," ""Spawn a firefly.""",,,,,,
3.02536E+14," ""Spawns a dust devil nearby.""",,,,,,
3.02536E+14," ""Lowers the electricity_consumption by 99%.""",,,,,,
3.02536E+14," ""Something to do with CrystallineFrequencyJamming tech.""",,,,,,
3.02536E+14," ""Lets you salvage the crystal.""",,,,,,
3.02536E+14," ""Makes all crystals liftoff and head to the centre.""",,,,,,
3.02536E+14," ""Make the building model look simpler (toggle).""",,,,,,
3.02536E+14," ""Set collisions on <green>%s</green>. Collisions disabled: <yellow>%s</yellow>""",,,,,,
3.02536E+14," ""Start a Crime Event""",,,,,,
3.02536E+14," ""Renegades not required.""",,,,,,
3.02536E+14," ""<left_click>*2 title to rollup into the title bar.""",,,,,,
3.02536E+14," ""Oh look ECM hit the itty bitty limit of const.MaxModDataSize. Who'd a thunk it? Eh' Mortimer.""",,,,,,
3.02536E+14," ""Black""",,,,,,
3.02536E+14," ""Asian""",,,,,,
3.02536E+14," ""Indian""",,,,,,
3.02536E+14," ""Hispanic""",,,,,,
3.02536E+14," ""Failed to save settings to <color ChoGGi_red>%s</color>: <yellow>%s</yellow>""",,,,,,
3.02536E+14," ""Problem saving settings! Error: <color ChoGGi_red>%s</color>""",,,,,,
3.02536E+14," ""Problem loading settings! Error: <color ChoGGi_red>%s</color>""",,,,,,
3.02536E+14," ""Error: Couldn't convert old settings to new settings: <color ChoGGi_red>%s</color>""",,,,,,
3.02536E+14," ""Missing Scenario Name""",,,,,,
3.02536E+14," ""Missing Name""",,,,,,
3.02536E+14," ""Missing Description""",,,,,,
3.02536E+14," ""Crashes on XBOX!""",,,,,,
3.02536E+14," ""The way I test the CSV file means there might be some """"non-error"""" errors added here.",,,,,,
"It's a tradeoff between erroneous errors and the game locking up.""",,,,,,,
3.02536E+14," ""Show an example .mtl file for this material (not complete).""",,,,,,
3.02536E+14," ""Generate .mtl""",,,,,,
3.02536E+14," ""Hook Started""",,,,,,
3.02536E+14," ""Hook Stopped""",,,,,,
3.02536E+14," ""The func I use for spot_rot rounds to two decimal points... (let me know if you find a better one).",,,,,,
Attachment bspheres are off (x and y are; z and rotate aren't).,,,,,,,
Some of the file names are guesses. <anim> is a guess," try removing it.""",,,,,,
3.02536E+14," ""ECM has been disabled.",,,,,,
Use <green>%s</green> to enable it, or change <yellow>DisableECM</yellow> to false in <green>%s</green>.,,,,,,
"See the bottom of Gameplay>Controls if you've changed the key binding.""",,,,,,,
3.02536E+14," ""AddXTemplate borked template name: %s template: %s list: %s""",,,,,,
3.02536E+14," ""This shouldn't happen... Well dang something's bork bork bork.""",,,,,,
3.02536E+14," ""Dumped""",,,,,,
3.02536E+14," ""Can't dump nothing""",,,,,,
3.02536E+14," ""Add new entry to <green>%s</green> (Defaults to name/value of selected item).""",,,,,,
3.02536E+14," ""or""",,,,,,
3.02536E+14," ""BROKEN FUNCTION""",,,,,,
3.02536E+14," ""Scripts""",,,,,,
3.02536E+14," ""History""",,,,,,
3.02536E+14," ""Place .lua files in <green>%s</green> to have them show up in the """"Scripts"""" list"," you can then use the list to execute them (you can also create sub-folders for sorting).""",,,,,
3.02536E+14," ""Any .lua files in here will be part of a list that you can execute in-game from the console menu.""",,,,,,
3.02536E+14," ""Toggle Flight Grid""",,,,,,
3.02536E+14," ""Shows a square grid with terrain/objects shape.""",,,,,,
3.02536E+14," ""<color ChoGGi_red>%s</color> at position: <yellow>%s</yellow> was stopped.""",,,,,,
3.02536E+14," ""Collisions""",,,,,,
3.02536E+14," ""Collisions <yellow>%s</yellow> on <green>%s</green>""",,,,,,
3.02536E+14," ""Error borked building: <color ChoGGi_red>%s</color>""",,,,,,
3.02536E+14," ""Can't colour <color ChoGGi_red>%s</color>.""",,,,,,
3.02536E+14," ""Use the colour picker (<right_click>*2 for instant change).""",,,,,,
3.02536E+14," ""Don't use the colour picker: Numbers range from -128 to 127.",,,,,,
"If you want shiny metal: use 120 for Metallic and -128 for Roughness.""",,,,,,,
3.02536E+14," ""Single colour for object (this colour will interact with the other colours).",,,,,,
"If you want to change the colour of an object you can't with 1-4.""",,,,,,,
3.02536E+14," ""Colour is set on <green>%s</green>.""",,,,,,
3.02536E+14," ""If number is 8421504 then you probably can't change that colour.",,,,,,
,,,,,,,
"You can copy and paste numbers if you want.""",,,,,,,
3.02536E+14," ""All of type""",,,,,,
3.02536E+14," ""Change all objects of the same type.""",,,,,,
3.02536E+14," ""Default Colour""",,,,,,
3.02536E+14," ""if they're there; resets to default colours.""",,,,,,
3.02536E+14," ""Nothing selected""",,,,,,
3.02536E+14," ""Find Resource""",,,,,,
3.02536E+14," ""Error: Cannot find any <color ChoGGi_red>%s</color>.""",,,,,,
3.02536E+14," ""Select a resource to find""",,,,,,
3.02536E+14," ""F2 to toggle Cheats Menu (Ctrl-F2 for Cheats Pane)", and F9 to clear console log text.,,,,,
If this isn't a new install," then see Menu>Help>ECM>Changelog and search for """"To import your old settings"""".""",,,,,,
3.02536E+14," ""To show the console log text; press Tilde or Enter and click the """"%s"""" button then make sure """"%s"""" is checked.""",,,,,,
3.02536E+14," ""<left_click> Activate MenuItem <right_click> Add/Remove Quickbar""",,,,,,
3.02536E+14," ""~obj", @func, @@type, $id, %img, ^str," *r/*g/*m threads. Hover mouse for more info."""
3.02536E+14," ""<green>~</green><yellow>obj</yellow> opens object in examine dlg", use <color ChoGGi_red>ex(obj)</color> in lua code.,,,,,
<green>~!</green><yellow>obj</yellow> opens object's attachments in examine dlg.,,,,,,,
,,,,,,,
<green>&</green><yellow>handle</yellow> examine object using handle id.,,,,,,,
,,,,,,,
<green>@</green><yellow>GetMissionSponsor</yellow> prints file name and line number of function, use <color ChoGGi_red>format_value(obj)</color> in lua code.,,,,,,
,,,,,,,
<green>@@</green><yellow>EntityData</yellow> prints type of obj, use <color ChoGGi_red>type(obj)</color> in lua code.,,,,,,
,,,,,,,
"<green>%</green><yellow>""""UI/Vignette.tga""""</yellow> opens image in image viewer", use <color ChoGGi_red>OpenImageViewer(image)</color> in lua code.,,,,,,
,,,,,,,
"<green>^</green><yellow>""""text string""""</yellow> opens text in text editor", use <color ChoGGi_red>OpenTextViewer(string)</color> in lua code.,,,,,,
,,,,,,,
<green>$</green><yellow>123</yellow> or <green>$</green><yellow>EffectDeposit.display_name</yellow> prints translated string, use <color ChoGGi_red>trans(obj)</color> in lua code.,,,,,,
,,,,,,,
"<green>*r</green> <yellow>Sleep(1000) print(""""sleeping"""")</yellow> to wrap in a real time thread (or <green>*g</green>)", use <color ChoGGi_red>CreateRealTimeThread(func)</color> in lua code..,,,,,,
,,,,,,,
<green>!</green><yellow>UICity.labels.TerrainDeposit[1]</yellow> move camera and select obj, use <color ChoGGi_red>ViewAndSelectObject(obj)</color> in lua code.,,,,,,
,,,,,,,
<green>s</green> = <yellow>SelectedObj</yellow>, <green>c()</green> = <yellow>GetTerrainCursor()</yellow>," <green>restart()</green> = <yellow>quit(""""restart"""")</yellow>""",,,,,
3.02536E+14," ""Removed missing mod building from %s: %s", entity: %s," handle: %s""",,,,
3.02536E+14," ""Ged Presets""",,,,,,
3.02536E+14," ""<right_click> an item/submenu to add/remove it from the quickbar.""",,,,,,
3.02536E+14," ""Stop talking and start cheating!""",,,,,,
3.02536E+14," ""Startup ticks""",,,,,,
3.02536E+14," ""You've started a mystery!""",,,,,,
3.02536E+14," ""You've chosen a mystery!""",,,,,,
3.02536E+14," ""Deutsche Gesellschaft für Rassenhygiene""",,,,,,
3.02536E+14," ""Childkiller: You evil"," evil person.""",,,,,
3.02536E+14," ""Open a preset in the editor.""",,,,,,
3.02536E+14," ""Toggle Visibility""",,,,,,
3.02536E+14," ""Timer delay skipped""",,,,,,
3.02536E+14," ""Instantly finish current drone/biorobot.""",,,,,,
3.02536E+14," ""Double the charge capacity of this <green>%s</green>.""",,,,,,
3.02536E+14," ""Reset the charge capacity of this <green>%s</green> to default.""",,,,,,
3.02536E+14," ""Make the building model look like a construction site (toggle).""",,,,,,
3.02536E+14," ""Unfreeze frozen object.""",,,,,,
3.02536E+14," ""Kill this colonist!""",,,,,,
3.02536E+14," ""Kill colonist""",,,,,,
3.02536E+14," ""Need""",,,,,,
3.02536E+14," ""<left_click> Activate""",,,,,,
3.02536E+14," ""Instantly complete building without needing resources.""",,,,,,
3.02536E+14," ""Open <green>%s</green> in the Object Examiner.""",,,,,,
3.02536E+14," ""Fill up <green>%s</green> with fuel.""",,,,,,
3.02536E+14," ""Drops a new colonist in selected dome.""",,,,,,
3.02536E+14," ""Changes colour of <green>%s</green> back to default.""",,,,,,
3.02536E+14," ""Double the amount of colonist slots for this building.""",,,,,,
3.02536E+14," ""Reset the capacity of colonist slots for this building.""",,,,,,
3.02536E+14," ""Fill all stat bars.""",,,,,,
3.02536E+14," ""Double <green>%s</green>'s performance.""",,,,,,
3.02536E+14," ""Reset <green>%s</green>'s performance to default.""",,,,,,
3.02536E+14," ""Randomly set <green>%s</green>'s specialization.""",,,,,,
3.02536E+14," ""Add: <yellow>%s</yellow> to this building.",,,,,,
,,,,,,,
"<green>%s</green>""",,,,,,,
3.02536E+14," ""Make this <green>%s</green> not need workers (performance: <yellow>%s</yellow>).""",,,,,,
3.02536E+14," ""Make this <green>%s</green> need workers.""",,,,,,
3.02536E+14," ""Double the export storage capacity of this <green>%s</green>.""",,,,,,
3.02536E+14," ""Double the storage capacity of this <green>%s</green>.""",,,,,,
3.02536E+14," ""Reset the storage capacity of this <green>%s</green> to default.""",,,,,,
3.02536E+14," ""Sticks small depot in front of mech depot and moves all resources to it (max of 20 000).""",,,,,,
3.02536E+14," ""Turn on all work shifts.""",,,,,,
3.02536E+14," ""Double the battery capacity.""",,,,,,
3.02536E+14," ""Double the shuttles this ShuttleHub can control.""",,,,,,
3.02536E+14," ""Selects nearest storage containing specified resource (shows list of resources).""",,,,,,
3.02536E+14," ""Change this <green>%s</green> so it doesn't need a <yellow>%s</yellow> source.""",,,,,,
3.02536E+14," ""Change this <green>%s</green> so it needs a <yellow>%s</yellow> source.""",,,,,,
3.02536E+14," ""Toggle any signs above <green>%s</green> (until state is changed).""",,,,,,
3.02536E+14," ""Changes colour of <green>%s</green> to random colours (doesn't change attachments).""",,,,,,
3.02536E+14," ""Adds dust and maintenance points.""",,,,,,
3.02536E+14," ""Cleans dust and removes maintenance points.""",,,,,,
3.02536E+14," ""Turns object into ruin.""",,,,,,
3.02536E+14," ""Set the stored amount of this <green>%s</green> to <yellow>0</yellow>.""",,,,,,
3.02536E+14," ""Empties the storage of this building.",,,,,,
,,,,,,,
"If this isn't a dumping site then waste rock will not be emptied.""",,,,,,,
3.02536E+14," ""Refill the deposit to full capacity.""",,,,,,
3.02536E+14," ""Fill the storage of this building.""",,,,,,
3.02536E+14," ""Launches rocket without asking.""",,,,,,
3.02536E+14," ""Double the amount this <green>%s</green> can hold.""",,,,,,
3.02536E+14," ""Double amount of reneagades this station can negate (currently: <green>%s</green>) < Reselect to update amount.""",,,,,,
3.02536E+14," ""Threads""",,,,,,
3.02536E+14," ""Will also search thread func names for value (case is ignored for this).""",,,,,,
3.02536E+14," ""Case-sensitive""",,,,,,
3.02536E+14," ""Treat uppercase and lowercase as distinct.""",,,,,,
3.02536E+14," ""Find Within""",,,,,,
3.02536E+14," ""Enter text to find""",,,,,,
3.02536E+14," ""Set how many levels within this table we search. <color ChoGGi_red>Warning</color>: O(n).""",,,,,,
3.02536E+14," ""Max amount of pools that can form.""",,,,,,
3.02536E+14," ""All Max""",,,,,,
3.02536E+14," ""All Min""",,,,,,
3.02536E+14," ""Set %s Params""",,,,,,
3.02536E+14," ""New building radius.""",,,,,,
3.02536E+14," ""Plant Random Lichen""",,,,,,
3.02536E+14," ""Plants a bunch of Lichen/Grass.""",,,,,,
3.02536E+14," ""Plant Random Vegetation""",,,,,,
3.02536E+14," ""Plants a bunch of Tree/Bush/Grass.""",,,,,,
3.02536E+14," ""Set all params to %s.""",,,,,,
3.02536E+14," ""Open Air Domes Toggle""",,,,,,
3.02536E+14," ""Remove LandScaping Limits""",,,,,,
3.02536E+14," ""Terraforming not enabled!""",,,,,,
3.02536E+14," ""Set Soil Quality""",,,,,,
3.02536E+14," ""Allows you to start building on uneven ground"," and removes the size limits.""",,,,,
3.02536E+14," ""Open the domes to the fresh air (or lack of).""",,,,,,
3.02536E+14," ""Open File""",,,,,,
3.02536E+14," ""Open file in default editor.""",,,,,,
3.02536E+14," ""Replaces text using the same func that created it.""",,,,,,
3.02536E+14," ""Closes dialogs and sends positive return value.""",,,,,,
3.02536E+14," ""Press <green>Enter</green> to select next found text"," and <green>Ctrl-Enter</green> to scroll to previous found text.""",,,,,
3.02536E+14," ""Code Highlight""",,,,,,
3.02536E+14," ""Toggle lua code highlighting.""",,,,,,
3.02536E+14," ""Close without doing anything.""",,,,,,
3.02536E+14," ""Edit Text""",,,,,,
3.02536E+14," ""Overwrite""",,,,,,
3.02536E+14," ""Check this to overwrite file instead of appending to it.""",,,,,,
3.02536E+14," ""Dumps the log to disk on startup"," and every new Sol (good for some crashes).""",,,,,
3.02536E+14," ""Flush Log Constantly""",,,,,,
3.02536E+14," ""Dumps log to disk every in-game hour (30 000 ticks of GameTime).""",,,,,,
3.02536E+14," ""Flush Log""",,,,,,
3.02536E+14," ""Flushes log to file.""",,,,,,
3.02536E+14," ""Copy text to the clipboard.""",,,,,,
3.02536E+14," ""OnMsg/Msg blacklist""",,,,,,
3.02536E+14," ""Skip Undefined Globals""",,,,,,
3.02536E+14," ""Stop the """"<yellow>Attempt to use an undefined global</yellow>"""" msgs.",,,,,,
,,,,,,,
The number is a count of stored msgs," <right_click> to view the list.""",,,,,,
3.02536E+14," ""Only show console log text when console is active (needs <green>%s</green> enabled).""",,,,,,
3.02536E+14," ""Show Log When Console Active""",,,,,,
3.02536E+14," ""Shows any mod msgs in the log.""",,,,,,
3.02536E+14," ""Examine Errors""",,,,,,
3.02536E+14," ""Open (some) errors in an examine dialog (shows stack trace and sometimes a thread).""",,,,,,
3.02536E+14," ""Error from function""",,,,,,
3.02536E+14," ""Monitor Func Calls""",,,,,,
3.02536E+14," ""Collects a list of func calls from """"@AppData/Mods/""""",,,,,,
Usage: Call it once to start and again to stop, it'll then show a list of func calls.,,,,,,
,,,,,,,
Call it manually with:,,,,,,,
ChoGGi.ComFuncs.ToggleFuncHook(path, line, mask, count),,,,
"https://www.lua.org/manual/5.3/manual.html#pdf-debug.sethook""",,,,,,,
3.02536E+14," ""Various tools to use.""",,,,,,
3.02536E+14," ""Show Blacklist""",,,,,,
3.02536E+14," ""Errors In Console""",,,,,,
3.02536E+14," ""Print (some) lua errors in the console (needs <green>%s</green> enabled).""",,,,,,
3.02536E+14," ""Monitor""",,,,,,
3.02536E+14," ""Auto Update List""",,,,,,
3.02536E+14," ""Update this list when ECM updates it.""",,,,,,
3.02536E+14," ""XWindow Inspector""",,,,,,
3.02536E+14," ""Opens up the window inspector with terminal.desktop.""",,,,,,
3.02536E+14," ""Instead of a single line"," you can enter/execute code in a textbox.""",,,,,
3.02536E+14," ""Settings""",,,,,,
3.02536E+14," ""Clear Log""",,,,,,
3.02536E+14," ""Flushes log to disk and displays it.""",,,,,,
3.02536E+14," ""Clear out the console log (F9 also works).""",,,,,,
3.02536E+14," ""Displays the log text in a window you can copy sections from.""",,,,,,
3.02536E+14," ""View Log Text""",,,,,,
3.02536E+14," ""Console Window""",,,,,,
3.02536E+14," ""Console history items (mouse-over to see code).""",,,,,,
3.02536E+14," ""Settings & Commands for the console.""",,,,,,
3.02536E+14," ""Console Log""",,,,,,
3.02536E+14," ""Show console log text in-game (probably an annoyance to non-modders).""",,,,,,
3.02536E+14," ""Show the console log in a window.""",,,,,,
3.02536E+14," ""<left_click> Execute <right_click> Paste""",,,,,,
3.02536E+14," ""<left_click> Execute this command in the console"," <right_click> to paste code in console.""",,,,,
3.02536E+14," ""Any .lua files in <green>%s</green>.""",,,,,,
3.02536E+14," ""Show Mods Log""",,,,,,
3.02536E+14," ""Log is blank (well not anymore).""",,,,,,
3.02536E+14," ""Clear out the windowed console log.""",,,,,,
3.02536E+14," ""Reached %s objects"," abort?""",,,,,
3.02536E+14," ""Translated""",,,,,,
3.02536E+14," ""Examining objs from this dlg will <color ChoGGi_red>%s</color>examine them all in a single dlg.""",,,,,,
3.02536E+14," ""Batch""",,,,,,
3.02536E+14," ""If examining a table then exec this code for each entry.",,,,,,
"If it's an associative table then <yellow>o = value</yellow>.""",,,,,,,
3.02536E+14," ""<left_click> Examine <right_click> Clipboard""",,,,,,
3.02536E+14," ""<right_click> to copy <yellow>%s</yellow> to clipboard.""",,,,,,
3.02536E+14," ""Hex Shape""",,,,,,
3.02536E+14," ""Null reference""",,,,,,
3.02536E+14," ""Close the examine dialog",,,,,,
"Hold <green>Shift</green> to close all """"grouped"""" examine dialogs (any ex dlg opened from an ex dlg).",,,,,,,
"Hold <green>Ctrl</green> to close <color ChoGGi_red>all</color> ECM dialogs.""",,,,,,,
3.02536E+14," ""Exec Func""",,,,,,
3.02536E+14," ""Show func name in exec code line.""",,,,,,
3.02536E+14," ""Continually call this function while showing results in an examine dialog.""",,,,,,
3.02536E+14," ""Particle""",,,,,,
3.02536E+14," ""Click to toggle between Text or Object (View/Dump).",,,,,,
<yellow>Text</yellow> is what you see," <yellow>Object</yellow> is the text created from ValueToLuaCode(obj).""",,,,,,
3.02536E+14," ""Dumps Text/Object to <yellow>%slogs\DumpedExamine.lua</yellow>.""",,,,,,
3.02536E+14," ""View Text/Object"," and optionally dumps text to <yellow>%slogs\DumpedExamine.lua</yellow>.""",,,,,
3.02536E+14," ""View""",,,,,,
3.02536E+14," ""Object can take time on something like the """"Building"""" class object.""",,,,,,
3.02536E+14," ""Spot Id""",,,,,,
3.02536E+14," ""Fallback""",,,,,,
3.02536E+14," ""Set amount to <green>%s</green>.""",,,,,,
3.02536E+14," ""Double Number""",,,,,,
3.02536E+14," ""Halve Number""",,,,,,
3.02536E+14," ""Copy <green>ValueToLuaCode(value)</green> to clipboard.""",,,,,,
3.02536E+14," ""false to true and true to false.""",,,,,,
3.02536E+14," ""Boolean To Table""",,,,,,
3.02536E+14," ""Set the value to a new table: {}.""",,,,,,
3.02536E+14," ""Skip Clear""",,,,,,
3.02536E+14," ""Info objects will stay instead of being removed when activating a different option.""",,,,,,
3.02536E+14," ""Selection Area""",,,,,,
3.02536E+14," ""Toggle Objlist""",,,,,,
3.02536E+14," ""Toggle setting the metatable for this table to an objlist (for using mark/delete all).""",,,,,,
